0;1;You have encountered a wild boar. Your attack has a bonus of 1 to hit with a d20. To deal damage, you must roll at least 22. What is your probability to do damage (in percent. Round to the nearest whole number)?;There are 20 total possible rolls but only a certain amount that will roll at least 22;The bonus of +1should be applied before calculating the d20 roll's probability;probabilty = (desired roll - bonus)/totalpossible rolls;
0;1;You have encountered a ghoul. Your attack has a bonus of -5 to hit with a d20. To deal damage, you must roll at least 16. What is your probability to do damage (in percent. Round to the nearest whole number)?;There are 20 total possible rolls but only a certain amount that will roll at least 16;The bonus of -5should be applied before calculating the d20 roll's probability;probabilty = (desired roll - bonus)/totalpossible rolls;
20;1;You have encountered a ghoul. Your attack has a bonus of 3 to hit with a d20. To deal damage, you must roll at least 20. What is your probability to do damage (in percent. Round to the nearest whole number)?;There are 20 total possible rolls but only a certain amount that will roll at least 20;The bonus of +3should be applied before calculating the d20 roll's probability;probabilty = (desired roll - bonus)/totalpossible rolls;
100;1;You have encountered a wild Peter Jensen. Your attack has a bonus of 18 to hit with a d20. To deal damage, you must roll at least 14. What is your probability to do damage (in percent. Round to the nearest whole number)?;There are 20 total possible rolls but only a certain amount that will roll at least 14;The bonus of +18should be applied before calculating the d20 roll's probability;probabilty = (desired roll - bonus)/totalpossible rolls;
0;1;You have encountered a dark elf. Your attack has a bonus of 0 to hit with a d20. To deal damage, you must roll at least 25. What is your probability to do damage (in percent. Round to the nearest whole number)?;There are 20 total possible rolls but only a certain amount that will roll at least 25;The bonus of +0should be applied before calculating the d20 roll's probability;probabilty = (desired roll - bonus)/totalpossible rolls;
80;1;You have encountered a ghoul. Your attack has a bonus of 13 to hit with a d20. To deal damage, you must roll at least 18. What is your probability to do damage (in percent. Round to the nearest whole number)?;There are 20 total possible rolls but only a certain amount that will roll at least 18;The bonus of +13should be applied before calculating the d20 roll's probability;probabilty = (desired roll - bonus)/totalpossible rolls;
25;1;You have encountered a orc. Your attack has a bonus of 9 to hit with a d20. To deal damage, you must roll at least 25. What is your probability to do damage (in percent. Round to the nearest whole number)?;There are 20 total possible rolls but only a certain amount that will roll at least 25;The bonus of +9should be applied before calculating the d20 roll's probability;probabilty = (desired roll - bonus)/totalpossible rolls;
0;1;You have encountered a orc. Your attack has a bonus of -2 to hit with a d20. To deal damage, you must roll at least 29. What is your probability to do damage (in percent. Round to the nearest whole number)?;There are 20 total possible rolls but only a certain amount that will roll at least 29;The bonus of -2should be applied before calculating the d20 roll's probability;probabilty = (desired roll - bonus)/totalpossible rolls;
75;1;You have encountered a witch. Your attack has a bonus of 4 to hit with a d20. To deal damage, you must roll at least 10. What is your probability to do damage (in percent. Round to the nearest whole number)?;There are 20 total possible rolls but only a certain amount that will roll at least 10;The bonus of +4should be applied before calculating the d20 roll's probability;probabilty = (desired roll - bonus)/totalpossible rolls;
100;1;You have encountered a wild Peter Jensen. Your attack has a bonus of 13 to hit with a d20. To deal damage, you must roll at least 13. What is your probability to do damage (in percent. Round to the nearest whole number)?;There are 20 total possible rolls but only a certain amount that will roll at least 13;The bonus of +13should be applied before calculating the d20 roll's probability;probabilty = (desired roll - bonus)/totalpossible rolls;
95;1;You have encountered a wild boar. Your attack has a bonus of 15 to hit with a d20. To deal damage, you must roll at least 17. What is your probability to do damage (in percent. Round to the nearest whole number)?;There are 20 total possible rolls but only a certain amount that will roll at least 17;The bonus of +15should be applied before calculating the d20 roll's probability;probabilty = (desired roll - bonus)/totalpossible rolls;
45;1;In your pouch you have some potions: 3 +7 of the worst bugs you can think of, 9 +10 damage, 10 +3 healing. You don't have time to select a specific potion, so you just down one at random. What's the probability to get a +3 healing potion (in percent, round to the nearest whole number?);How many potions are in the bag?;How many +3 healing potions are there?;Probability = number of +3 healing potions / total number of potions;
36;1;In your pouch you have some potions: 6 +3 constitution, 10 +5 poison resistance, 9 +7 healing. You don't have time to select a specific potion, so you just down one at random. What's the probability to get a +7 healing potion (in percent, round to the nearest whole number?);How many potions are in the bag?;How many +7 healing potions are there?;Probability = number of +7 healing potions / total number of potions;
33;1;In your pouch you have some potions: 8 +7 damage, 8 +4 intelligence, 8 +4 wisdom. You don't have time to select a specific potion, so you just down one at random. What's the probability to get a +4 intelligence potion (in percent, round to the nearest whole number?);How many potions are in the bag?;How many +4 intelligence potions are there?;Probability = number of +4 intelligence potions / total number of potions;
36;1;In your pouch you have some potions: 6 +3 attack, 8 +9 poison resistance, 8 +3 of the worst bugs you can think of. You don't have time to select a specific potion, so you just down one at random. What's the probability to get a +9 poison resistance potion (in percent, round to the nearest whole number?);How many potions are in the bag?;How many +9 poison resistance potions are there?;Probability = number of +9 poison resistance potions / total number of potions;
11;1;In your pouch you have some potions: 2 +10 wisdom, 9 +1 damage, 8 +7 intelligence. You don't have time to select a specific potion, so you just down one at random. What's the probability to get a +10 wisdom potion (in percent, round to the nearest whole number?);How many potions are in the bag?;How many +10 wisdom potions are there?;Probability = number of +10 wisdom potions / total number of potions;
55;1;In your pouch you have some potions: 2 +8 constitution, 3 +5 attack, 6 +8 charisma. You don't have time to select a specific potion, so you just down one at random. What's the probability to get a +8 charisma potion (in percent, round to the nearest whole number?);How many potions are in the bag?;How many +8 charisma potions are there?;Probability = number of +8 charisma potions / total number of potions;
28;1;In your pouch you have some potions: 5 +1 dexterity, 3 +8 healing, 10 +6 charisma. You don't have time to select a specific potion, so you just down one at random. What's the probability to get a +1 dexterity potion (in percent, round to the nearest whole number?);How many potions are in the bag?;How many +1 dexterity potions are there?;Probability = number of +1 dexterity potions / total number of potions;
29;1;In your pouch you have some potions: 9 +5 damage, 6 +10 of the worst bugs you can think of, 6 +4 dexterity. You don't have time to select a specific potion, so you just down one at random. What's the probability to get a +10 of the worst bugs you can think of potion (in percent, round to the nearest whole number?);How many potions are in the bag?;How many +10 of the worst bugs you can think of potions are there?;Probability = number of +10 of the worst bugs you can think of potions / total number of potions;
35;1;In your pouch you have some potions: 2 +1 of the worst bugs you can think of, 9 +2 dexterity, 6 +7 intelligence. You don't have time to select a specific potion, so you just down one at random. What's the probability to get a +7 intelligence potion (in percent, round to the nearest whole number?);How many potions are in the bag?;How many +7 intelligence potions are there?;Probability = number of +7 intelligence potions / total number of potions;
27;1;In your pouch you have some potions: 6 +10 dexterity, 3 +6 wisdom, 2 +4 constitution. You don't have time to select a specific potion, so you just down one at random. What's the probability to get a +6 wisdom potion (in percent, round to the nearest whole number?);How many potions are in the bag?;How many +6 wisdom potions are there?;Probability = number of +6 wisdom potions / total number of potions;
38;1;In your pouch you have some potions: 3 +7 charisma, 8 +2 shocking grasp, 10 +4 damage. You don't have time to select a specific potion, so you just down one at random. What's the probability to get a +2 shocking grasp potion (in percent, round to the nearest whole number?);How many potions are in the bag?;How many +2 shocking grasp potions are there?;Probability = number of +2 shocking grasp potions / total number of potions;
18;1;In your pouch you have some potions: 10 +7 constitution, 4 +9 poison resistance, 8 +8 intelligence. You don't have time to select a specific potion, so you just down one at random. What's the probability to get a +9 poison resistance potion (in percent, round to the nearest whole number?);How many potions are in the bag?;How many +9 poison resistance potions are there?;Probability = number of +9 poison resistance potions / total number of potions;
50;1;In your pouch you have some potions: 5 +5 charisma, 8 +2 poison resistance, 3 +7 shocking grasp. You don't have time to select a specific potion, so you just down one at random. What's the probability to get a +2 poison resistance potion (in percent, round to the nearest whole number?);How many potions are in the bag?;How many +2 poison resistance potions are there?;Probability = number of +2 poison resistance potions / total number of potions;
36;1;In your pouch you have some potions: 3 +9 dexterity, 6 +8 of the worst bugs you can think of, 5 +3 constitution. You don't have time to select a specific potion, so you just down one at random. What's the probability to get a +3 constitution potion (in percent, round to the nearest whole number?);How many potions are in the bag?;How many +3 constitution potions are there?;Probability = number of +3 constitution potions / total number of potions;
50;1;In your pouch you have some potions: 2 +10 charisma, 8 +10 percent added your final grade in CS3505, 6 +6 dexterity. You don't have time to select a specific potion, so you just down one at random. What's the probability to get a +10 percent added your final grade in CS3505 potion (in percent, round to the nearest whole number?);How many potions are in the bag?;How many +10 percent added your final grade in CS3505 potions are there?;Probability = number of +10 percent added your final grade in CS3505 potions / total number of potions;
30;1;In your pouch you have some potions: 9 +3 of the worst bugs you can think of, 8 +3 wisdom, 10 +5 damage. You don't have time to select a specific potion, so you just down one at random. What's the probability to get a +3 wisdom potion (in percent, round to the nearest whole number?);How many potions are in the bag?;How many +3 wisdom potions are there?;Probability = number of +3 wisdom potions / total number of potions;
67;1;In your pouch you have some potions: 3 +3 constitution, 2 +1 wisdom, 10 +5 healing. You don't have time to select a specific potion, so you just down one at random. What's the probability to get a +5 healing potion (in percent, round to the nearest whole number?);How many potions are in the bag?;How many +5 healing potions are there?;Probability = number of +5 healing potions / total number of potions;
16;1;In your pouch you have some potions: 7 +6 dexterity, 9 +5 of the worst bugs you can think of, 3 +10 damage. You don't have time to select a specific potion, so you just down one at random. What's the probability to get a +10 damage potion (in percent, round to the nearest whole number?);How many potions are in the bag?;How many +10 damage potions are there?;Probability = number of +10 damage potions / total number of potions;
20;1;In your pouch you have some potions: 7 +6 intelligence, 5 +7 of the worst bugs you can think of, 3 +4 shocking grasp. You don't have time to select a specific potion, so you just down one at random. What's the probability to get a +4 shocking grasp potion (in percent, round to the nearest whole number?);How many potions are in the bag?;How many +4 shocking grasp potions are there?;Probability = number of +4 shocking grasp potions / total number of potions;
33;1;In your pouch you have some potions: 7 +8 of the worst bugs you can think of, 6 +7 attack, 8 +1 percent added your final grade in CS3505. You don't have time to select a specific potion, so you just down one at random. What's the probability to get a +8 of the worst bugs you can think of potion (in percent, round to the nearest whole number?);How many potions are in the bag?;How many +8 of the worst bugs you can think of potions are there?;Probability = number of +8 of the worst bugs you can think of potions / total number of potions;
33;1;In your pouch you have some potions: 10 +5 damage, 10 +10 attack, 10 +2 dexterity. You don't have time to select a specific potion, so you just down one at random. What's the probability to get a +10 attack potion (in percent, round to the nearest whole number?);How many potions are in the bag?;How many +10 attack potions are there?;Probability = number of +10 attack potions / total number of potions;
42;1;In your pouch you have some potions: 5 +7 dexterity, 2 +3 poison resistance, 5 +9 shocking grasp. You don't have time to select a specific potion, so you just down one at random. What's the probability to get a +9 shocking grasp potion (in percent, round to the nearest whole number?);How many potions are in the bag?;How many +9 shocking grasp potions are there?;Probability = number of +9 shocking grasp potions / total number of potions;
31;1;In your pouch you have some potions: 5 +5 intelligence, 8 +8 attack, 3 +7 damage. You don't have time to select a specific potion, so you just down one at random. What's the probability to get a +5 intelligence potion (in percent, round to the nearest whole number?);How many potions are in the bag?;How many +5 intelligence potions are there?;Probability = number of +5 intelligence potions / total number of potions;
43;1;In your pouch you have some potions: 9 +9 poison resistance, 7 +3 wisdom, 5 +1 percent added your final grade in CS3505. You don't have time to select a specific potion, so you just down one at random. What's the probability to get a +9 poison resistance potion (in percent, round to the nearest whole number?);How many potions are in the bag?;How many +9 poison resistance potions are there?;Probability = number of +9 poison resistance potions / total number of potions;
50;1;In your pouch you have some potions: 4 +8 of the worst bugs you can think of, 5 +9 percent added your final grade in CS3505, 9 +10 shocking grasp. You don't have time to select a specific potion, so you just down one at random. What's the probability to get a +10 shocking grasp potion (in percent, round to the nearest whole number?);How many potions are in the bag?;How many +10 shocking grasp potions are there?;Probability = number of +10 shocking grasp potions / total number of potions;
31;1;What is the maximum damage you can do with a sword that does 2d12+7 damage?;What is the maximum that can be rolled with a d12;Don't forget to add the damage modifier to the dice roll;Maximum is dice maximum roll * number of dice + bonus;
1;1;What is the maximum damage you can do with a blowgun that does 1d6-5 damage?;What is the maximum that can be rolled with a d6;Don't forget to add the damage modifier to the dice roll;Maximum is dice maximum roll * number of dice + bonus;
18;1;What is the maximum damage you can do with a hand cannon that does 2d6+6 damage?;What is the maximum that can be rolled with a d6;Don't forget to add the damage modifier to the dice roll;Maximum is dice maximum roll * number of dice + bonus;
-3;1;What is the minimum damage you can do with a hand cannon that does 1d8-4 damage?;What is the minimum that can be rolled with a d8;Don't forget to add the damage modifier to the dice roll;Minimum is minimum roll * number of dice + bonus;
6;1;What is the maximum damage you can do with a spear that does 1d8-2 damage?;What is the maximum that can be rolled with a d8;Don't forget to add the damage modifier to the dice roll;Maximum is dice maximum roll * number of dice + bonus;
7;1;What is the minimum damage you can do with a blowgun that does 1d12+6 damage?;What is the minimum that can be rolled with a d12;Don't forget to add the damage modifier to the dice roll;Minimum is minimum roll * number of dice + bonus;
10;1;What is the minimum damage you can do with a crossbow that does 2d8+8 damage?;What is the minimum that can be rolled with a d8;Don't forget to add the damage modifier to the dice roll;Minimum is minimum roll * number of dice + bonus;
8;1;What is the minimum damage you can do with a magic rod that does 1d10+7 damage?;What is the minimum that can be rolled with a d10;Don't forget to add the damage modifier to the dice roll;Minimum is minimum roll * number of dice + bonus;
0;1;What is the minimum damage you can do with a blowgun that does 1d4-1 damage?;What is the minimum that can be rolled with a d4;Don't forget to add the damage modifier to the dice roll;Minimum is minimum roll * number of dice + bonus;
-1;1;What is the minimum damage you can do with a scimitar that does 1d12-2 damage?;What is the minimum that can be rolled with a d12;Don't forget to add the damage modifier to the dice roll;Minimum is minimum roll * number of dice + bonus;
9;1;What is the minimum damage you can do with a thick Erik Brunvand final that does 1d12+8 damage?;What is the minimum that can be rolled with a d12;Don't forget to add the damage modifier to the dice roll;Minimum is minimum roll * number of dice + bonus;
9;1;What is the minimum damage you can do with a modified version of QT Creator that does 2d8+7 damage?;What is the minimum that can be rolled with a d8;Don't forget to add the damage modifier to the dice roll;Minimum is minimum roll * number of dice + bonus;
11;1;What is the maximum damage you can do with a bow that does 1d10+1 damage?;What is the maximum that can be rolled with a d10;Don't forget to add the damage modifier to the dice roll;Maximum is dice maximum roll * number of dice + bonus;
8;1;What is the maximum damage you can do with a magic rod that does 2d6-4 damage?;What is the maximum that can be rolled with a d6;Don't forget to add the damage modifier to the dice roll;Maximum is dice maximum roll * number of dice + bonus;
4;1;What is the minimum damage you can do with a pistol that does 2d4+2 damage?;What is the minimum that can be rolled with a d4;Don't forget to add the damage modifier to the dice roll;Minimum is minimum roll * number of dice + bonus;
7;1;What is the maximum damage you can do with a modified version of QT Creator that does 2d4-1 damage?;What is the maximum that can be rolled with a d4;Don't forget to add the damage modifier to the dice roll;Maximum is dice maximum roll * number of dice + bonus;
-2;1;What is the minimum damage you can do with a dagger that does 1d6-3 damage?;What is the minimum that can be rolled with a d6;Don't forget to add the damage modifier to the dice roll;Minimum is minimum roll * number of dice + bonus;
6;1;What is the minimum damage you can do with a spear that does 1d8+5 damage?;What is the minimum that can be rolled with a d8;Don't forget to add the damage modifier to the dice roll;Minimum is minimum roll * number of dice + bonus;
6;1;What is the maximum damage you can do with a bow that does 1d6+0 damage?;What is the maximum that can be rolled with a d6;Don't forget to add the damage modifier to the dice roll;Maximum is dice maximum roll * number of dice + bonus;
5;1;What is the minimum damage you can do with a modified version of QT Creator that does 1d8+4 damage?;What is the minimum that can be rolled with a d8;Don't forget to add the damage modifier to the dice roll;Minimum is minimum roll * number of dice + bonus;
6;1;What is the minimum damage you can do with a modified version of QT Creator that does 1d6+5 damage?;What is the minimum that can be rolled with a d6;Don't forget to add the damage modifier to the dice roll;Minimum is minimum roll * number of dice + bonus;
3;1;What is the minimum damage you can do with a crossbow that does 1d10+2 damage?;What is the minimum that can be rolled with a d10;Don't forget to add the damage modifier to the dice roll;Minimum is minimum roll * number of dice + bonus;
3;1;What is the minimum damage you can do with a axe that does 1d6+2 damage?;What is the minimum that can be rolled with a d6;Don't forget to add the damage modifier to the dice roll;Minimum is minimum roll * number of dice + bonus;
4;1;What is the maximum damage you can do with a magic rod that does 2d4-4 damage?;What is the maximum that can be rolled with a d4;Don't forget to add the damage modifier to the dice roll;Maximum is dice maximum roll * number of dice + bonus;
6;1;What is the maximum damage you can do with a thick Erik Brunvand final that does 1d8-2 damage?;What is the maximum that can be rolled with a d8;Don't forget to add the damage modifier to the dice roll;Maximum is dice maximum roll * number of dice + bonus;
15;1;The enemies in front of you have Armor Classes of 20, 17, and 7. What is the average Armor Class of the enemies (round to the nearest whole number)?;The average is the most central point between the 3 values;You need the sum of the values to find the average;Average = sum/#values;
13;1;The enemies in front of you have Armor Classes of 15, 12, and 12. What is the average Armor Class of the enemies (round to the nearest whole number)?;The average is the most central point between the 3 values;You need the sum of the values to find the average;Average = sum/#values;
14;1;The enemies in front of you have Armor Classes of 10, 16, and 16. What is the average Armor Class of the enemies (round to the nearest whole number)?;The average is the most central point between the 3 values;You need the sum of the values to find the average;Average = sum/#values;
13;1;The enemies in front of you have Armor Classes of 15, 12, and 12. What is the average Armor Class of the enemies (round to the nearest whole number)?;The average is the most central point between the 3 values;You need the sum of the values to find the average;Average = sum/#values;
12;1;The enemies in front of you have Armor Classes of 6, 21, and 8. What is the average Armor Class of the enemies (round to the nearest whole number)?;The average is the most central point between the 3 values;You need the sum of the values to find the average;Average = sum/#values;
17;1;The enemies in front of you have Armor Classes of 19, 16, and 15. What is the average Armor Class of the enemies (round to the nearest whole number)?;The average is the most central point between the 3 values;You need the sum of the values to find the average;Average = sum/#values;
22;1;The enemies in front of you have Armor Classes of 24, 25, and 17. What is the average Armor Class of the enemies (round to the nearest whole number)?;The average is the most central point between the 3 values;You need the sum of the values to find the average;Average = sum/#values;
9;1;The enemies in front of you have Armor Classes of 8, 9, and 11. What is the average Armor Class of the enemies (round to the nearest whole number)?;The average is the most central point between the 3 values;You need the sum of the values to find the average;Average = sum/#values;
19;1;The enemies in front of you have Armor Classes of 14, 25, 18, and 19. What is the average Armor Class of the enemies (round to the nearest whole number)?;The average is the most central point between the 3 values;You need the sum of the values to find the average;Average = sum/#values;
19;1;The enemies in front of you have Armor Classes of 24, 25, 8, and 17. What is the average Armor Class of the enemies (round to the nearest whole number)?;The average is the most central point between the 3 values;You need the sum of the values to find the average;Average = sum/#values;
17;1;The enemies in front of you have Armor Classes of 17, 20, 14, and 17. What is the average Armor Class of the enemies (round to the nearest whole number)?;The average is the most central point between the 3 values;You need the sum of the values to find the average;Average = sum/#values;
17;1;The enemies in front of you have Armor Classes of 21, 17, 9, and 21. What is the average Armor Class of the enemies (round to the nearest whole number)?;The average is the most central point between the 3 values;You need the sum of the values to find the average;Average = sum/#values;
18;1;The enemies in front of you have Armor Classes of 14, 10, 21, and 25. What is the average Armor Class of the enemies (round to the nearest whole number)?;The average is the most central point between the 3 values;You need the sum of the values to find the average;Average = sum/#values;
14;1;The enemies in front of you have Armor Classes of 8, 8, 20, and 18. What is the average Armor Class of the enemies (round to the nearest whole number)?;The average is the most central point between the 3 values;You need the sum of the values to find the average;Average = sum/#values;
12;1;The enemies in front of you have Armor Classes of 7, 7, 8, and 25. What is the average Armor Class of the enemies (round to the nearest whole number)?;The average is the most central point between the 3 values;You need the sum of the values to find the average;Average = sum/#values;
18;1;The enemies in front of you have Armor Classes of 19, 19, 11, and 23. What is the average Armor Class of the enemies (round to the nearest whole number)?;The average is the most central point between the 3 values;You need the sum of the values to find the average;Average = sum/#values;
18;1;The enemies in front of you have Armor Classes of 10, 11, 25, 22, and 24. What is the average Armor Class of the enemies (round to the nearest whole number)?;The average is the most central point between the 3 values;You need the sum of the values to find the average;Average = sum/#values;
14;1;The enemies in front of you have Armor Classes of 18, 11, 15, 20, and 8. What is the average Armor Class of the enemies (round to the nearest whole number)?;The average is the most central point between the 3 values;You need the sum of the values to find the average;Average = sum/#values;
13;1;The enemies in front of you have Armor Classes of 11, 8, 11, 19, and 17. What is the average Armor Class of the enemies (round to the nearest whole number)?;The average is the most central point between the 3 values;You need the sum of the values to find the average;Average = sum/#values;
14;1;The enemies in front of you have Armor Classes of 14, 16, 11, 21, and 7. What is the average Armor Class of the enemies (round to the nearest whole number)?;The average is the most central point between the 3 values;You need the sum of the values to find the average;Average = sum/#values;
19;1;The enemies in front of you have Armor Classes of 19, 24, 14, 17, and 19. What is the average Armor Class of the enemies (round to the nearest whole number)?;The average is the most central point between the 3 values;You need the sum of the values to find the average;Average = sum/#values;
14;1;The enemies in front of you have Armor Classes of 7, 7, 11, 22, and 25. What is the average Armor Class of the enemies (round to the nearest whole number)?;The average is the most central point between the 3 values;You need the sum of the values to find the average;Average = sum/#values;
12;1;The enemies in front of you have Armor Classes of 25, 6, 15, 7, and 6. What is the average Armor Class of the enemies (round to the nearest whole number)?;The average is the most central point between the 3 values;You need the sum of the values to find the average;Average = sum/#values;
17;1;The enemies in front of you have Armor Classes of 16, 23, 11, 21, and 13. What is the average Armor Class of the enemies (round to the nearest whole number)?;The average is the most central point between the 3 values;You need the sum of the values to find the average;Average = sum/#values;
2;1;Your scimitar does 1d4-1 damage on a successful hit. What is the average damage done on a successful hit (round to the nearest whole number)?;To find the expected value (average roll) of a dice, think about the values that can be rolled and the probability to get those rolls;Did you forget to add the bonus damage to the expected value of the roll?;Take the total sum of each dice value, multiplied by the probability to roll that value. Then add the bonus damage to that total.;
4;1;Your modified version of QT Creator does 1d10-2 damage on a successful hit. What is the average damage done on a successful hit (round to the nearest whole number)?;To find the expected value (average roll) of a dice, think about the values that can be rolled and the probability to get those rolls;Did you forget to add the bonus damage to the expected value of the roll?;Take the total sum of each dice value, multiplied by the probability to roll that value. Then add the bonus damage to that total.;
12;1;Your hand cannon does 1d4+9 damage on a successful hit. What is the average damage done on a successful hit (round to the nearest whole number)?;To find the expected value (average roll) of a dice, think about the values that can be rolled and the probability to get those rolls;Did you forget to add the bonus damage to the expected value of the roll?;Take the total sum of each dice value, multiplied by the probability to roll that value. Then add the bonus damage to that total.;
11;1;Your longbow does 2d12-2 damage on a successful hit. What is the average damage done on a successful hit (round to the nearest whole number)?;To find the expected value (average roll) of a dice, think about the values that can be rolled and the probability to get those rolls;Did you forget to add the bonus damage to the expected value of the roll?;Take the total sum of each dice value, multiplied by the probability to roll that value. Then add the bonus damage to that total.;
14;1;Your crossbow does 1d12+7 damage on a successful hit. What is the average damage done on a successful hit (round to the nearest whole number)?;To find the expected value (average roll) of a dice, think about the values that can be rolled and the probability to get those rolls;Did you forget to add the bonus damage to the expected value of the roll?;Take the total sum of each dice value, multiplied by the probability to roll that value. Then add the bonus damage to that total.;
1;1;Your pistol does 1d4-2 damage on a successful hit. What is the average damage done on a successful hit (round to the nearest whole number)?;To find the expected value (average roll) of a dice, think about the values that can be rolled and the probability to get those rolls;Did you forget to add the bonus damage to the expected value of the roll?;Take the total sum of each dice value, multiplied by the probability to roll that value. Then add the bonus damage to that total.;
2;1;Your scimitar does 2d4-3 damage on a successful hit. What is the average damage done on a successful hit (round to the nearest whole number)?;To find the expected value (average roll) of a dice, think about the values that can be rolled and the probability to get those rolls;Did you forget to add the bonus damage to the expected value of the roll?;Take the total sum of each dice value, multiplied by the probability to roll that value. Then add the bonus damage to that total.;
14;1;Your greatsword does 2d12+1 damage on a successful hit. What is the average damage done on a successful hit (round to the nearest whole number)?;To find the expected value (average roll) of a dice, think about the values that can be rolled and the probability to get those rolls;Did you forget to add the bonus damage to the expected value of the roll?;Take the total sum of each dice value, multiplied by the probability to roll that value. Then add the bonus damage to that total.;
